Pressure (MPa),Burn Rate (mm/s)
4.4393020000000005,8.672748862182653
4.446229000000001,8.679986278982122
4.453156,8.687218454556492
4.460083,8.694445400845396
4.46701,8.701667129742777
4.473937,8.708883653097123
4.480864,8.716094982711727
4.4877910000000005,8.723301130344911
4.494718000000001,8.730502107710281
4.501645,8.737697926476956
4.508572,8.744888598269814
4.515499,8.752074134669718
4.522426,8.759254547213754
4.529353,8.766429847395468
4.5362800000000005,8.773600046665088
4.543207000000001,8.780765156429757
4.550134,8.787925188053768
4.557061,8.795080152858771
4.563988,8.802230062124023
4.570915,8.809374927086587
4.577842,8.816514758941564
4.5847690000000005,8.823649568842319
4.591696000000001,8.830779367900687
4.598623,8.837904167187201
4.60555,8.8450239777313
4.612477,8.852138810521545
4.619404,8.859248676505834
4.626331,8.86635358659161
4.6332580000000005,8.873453551646072
4.640185000000001,8.880548582496385
4.647112,8.887638689929888
4.654039,8.894723884694292
4.660966,8.901804177497896
4.667893,8.908879579009776
4.67482,8.91595009986
4.6817470000000005,8.92301575063982
4.688674000000001,8.930076541901878
4.695601,8.937132484160388
4.702528,8.944183587891356
4.709455,8.951229863532754
4.716382,8.958271321484721
4.723309,8.965307972109768
4.7302360000000006,8.972339825732941
4.737163000000001,8.979366892642041
4.74409,8.986389183087793
4.751017,8.993406707284041
4.757944,9.00041947540793
4.764871,9.007427497600105
4.771798,9.01443078396487
4.7787250000000006,9.021429344570393
4.785652000000001,9.028423189448874
4.792579,9.035412328596738
4.799506,9.042396771974799
4.806433,9.049376529508452
4.81336,9.056351611087836
4.820287,9.063322026568022
4.827214000000001,9.070287785769183
4.834141000000001,9.077248898476766
4.841068,9.084205374441664
4.847995,9.09115722338039
4.854922,9.09810445497525
4.861849,9.1050470788745
4.868776,9.111985104692529
4.875703000000001,9.118918542010016
4.882630000000001,9.125847400374095
4.889557,9.132771689298533
4.896484,9.139691418263876
4.903411,9.146606596717627
4.910338,9.15351723407439
4.917265,9.160423339716058
4.924192000000001,9.16732492299194
4.931119000000001,9.174221993218946
4.938046,9.181114559681733
4.944973,9.188002631632862
4.9519,9.194886218292956
4.958827,9.201765328850849
4.9657540000000004,9.208639972463754
4.972681000000001,9.215510158257402
4.979608000000001,9.222375895326195
4.986535,9.229237192733365
4.993462,9.23609405951112
5.000389,9.242946504660788
5.007316,9.249794537152974
5.0142430000000004,9.256638165927697
5.021170000000001,9.26347739989455
5.028097000000001,9.270312247932832
5.035024,9.2771427188917
5.041951,9.283968821590312
5.048878,9.290790564817966
5.055805,9.297607957334245
5.0627320000000005,9.30442100786916
5.069659000000001,9.311229725123285
5.076586000000001,9.318034117767901
5.083513,9.32483419444513
5.09044,9.331629963768076
5.097367,9.338421434320962
5.104294,9.345208614659267
5.1112210000000005,9.351991513309853
5.118148000000001,9.358770138771106
5.125075000000001,9.365544499513078
5.132002,9.372314603977596
5.138929,9.37908046057842
5.145856,9.385842077701357
5.152783,9.3925994637044
5.1597100000000005,9.399352626917851
5.166637000000001,9.406101575644453
5.173564000000001,9.412846318159522
5.180491,9.419586862711066
5.187418,9.426323217519919
5.194345,9.433055390779861
5.201272,9.439783390657746
5.2081990000000005,9.446507225293628
5.215126000000001,9.453226902800877
5.222053000000001,9.459942431266311
5.22898,9.466653818750316
5.235907,9.473361073286958
5.242834,9.480064202884117
5.249761,9.486763215523597
5.2566880000000005,9.493458119161252
5.263615000000001,9.5001489217271
5.270542000000001,9.506835631125437
5.277469,9.513518255234967
5.284396,9.520196801908908
5.291323,9.526871278975108
5.29825,9.533541694236163
5.3051770000000005,9.540208055469535
5.312104000000001,9.546870370427653
5.319031000000001,9.55352864683804
5.325958,9.56018289240342
5.332885,9.56683311480183
5.339812,9.573479321686724
5.346739,9.580121520687099
5.3536660000000005,9.586759719407588
5.360593000000001,9.593393925428582
5.367520000000001,9.600024146306335
5.374447,9.606650389573062
5.381374,9.613272662737064
5.388301,9.61989097328282
5.395228,9.626505328671097
5.4021550000000005,9.633115736339064
5.409082000000001,9.639722203700385
5.416009000000001,9.646324738145323
5.422936,9.652923347040861
5.429863,9.659518037730779
5.43679,9.666108817535783
5.443717,9.672695693753582
5.4506440000000005,9.679278673659013
5.457571000000001,9.685857764504119
5.464498000000001,9.692432973518265
5.471425000000001,9.699004307908236
5.478352,9.705571774858331
5.485279,9.71213538153046
5.492206,9.718695135064252
5.4991330000000005,9.725251042577137
5.506060000000001,9.731803111164457
5.512987000000001,9.738351347899556
5.519914000000001,9.744895759833877
5.526841,9.751436353997054
5.533768,9.757973137397016
5.540695,9.764506117020066
5.5476220000000005,9.77103529983099
5.554549000000001,9.777560692773138
5.561476000000001,9.784082302768523
5.568403000000001,9.790600136717918
5.57533,9.797114201500934
5.582257,9.803624503976119
5.589184,9.810131050981054
5.5961110000000005,9.816633849332431
5.603038000000001,9.823132905826151
5.609965000000001,9.829628227237412
5.616892000000001,9.836119820320794
5.623819,9.84260769181035
5.630746,9.849091848419695
5.637673,9.855572296842086
5.6446000000000005,9.862049043750517
5.651527000000001,9.8685220957978
5.658454000000001,9.87499145961666
5.665381000000001,9.881457141819801
5.672308,9.887919149000009
5.679235,9.89437748773023
5.686162,9.900832164563651
5.6930890000000005,9.907283186033787
5.700016000000001,9.913730558654564
5.706943000000001,9.920174288920398
5.713870000000001,9.926614383306282
5.720797,9.93305084826786
5.727724,9.93948369024152
5.734651,9.945912915644463
5.7415780000000005,9.952338530874789
5.748505000000001,9.958760542311577
5.755432000000001,9.96517895631496
5.762359000000001,9.971593779226207
5.769286,9.97800501736781
5.776213,9.984412677043546
5.78314,9.990816764538565
5.7900670000000005,9.997217286119461
5.796994000000001,10.00361424803436
5.803921000000001,10.010007656512983
5.810848000000001,10.01639751776673
5.817775,10.02278383798876
5.824702,10.02916662335405
5.831629,10.035545880019486
5.8385560000000005,10.04192161412393
5.845483000000001,10.0482938317883
5.852410000000001,10.054662539115633
5.859337000000001,10.061027742191165
5.866264,10.067389447082407
5.873191,10.073747659839215
5.880118,10.080102386493857
5.8870450000000005,10.086453633061092
5.893972000000001,10.092801405538234
5.900899000000001,10.099145709905233
5.907826000000001,10.105486552124738
5.914753,10.111823938142164
5.92168,10.118157873885774
5.928607,10.124488365266743
5.9355340000000005,10.130815418179216
5.942461000000001,10.137139038500393
5.949388000000001,10.143459232090594
5.956315000000001,10.149776004793317
5.963242,10.156089362435319
5.970169,10.162399310826673
5.977096,10.168705855760843
5.9840230000000005,10.175009003014743
5.990950000000001,10.18130875834881
5.997877000000001,10.187605127507066
6.004804000000001,10.193898116217188
6.011731,10.200187730190565
6.018658,10.206473975122373
6.025585,10.212756856691634
6.0325120000000005,10.21903638056128
6.039439000000001,10.225312552378217
6.046366000000001,10.231585377773394
6.053293000000001,10.23785486236186
6.06022,10.244121011742829
6.067147,10.250383831499747
6.074074,10.25664332720034
6.0810010000000005,10.2628995043967
6.087928000000001,10.269152368625324
6.094855000000001,10.27540192540719
6.101782000000001,10.281648180247807
6.108709,10.287891138637283
6.115636,10.294130806050392
6.122563,10.300367187946616
6.1294900000000005,10.30660028977022
6.136417000000001,10.312830116950307
6.143344000000001,10.319056674900876
6.150271000000001,10.325279969020881
6.157198,10.331500004694291
6.164125,10.337716787290153
6.171052,10.343930322162638
6.1779790000000006,10.350140614651112
6.184906000000001,10.356347670080185
6.191833000000001,10.362551493759765
6.198760000000001,10.368752090985133
6.205687,10.37494946703698
6.212614,10.381143627181471
6.219541,10.387334576670302
6.226468000000001,10.393522320740756
6.233395000000001,10.399706864615752
6.240322000000001,10.405888213503914
6.247249000000001,10.412066372599611
6.254176,10.41824134708302
6.261103,10.424413142120184
6.26803,10.430581762863051
6.274957000000001,10.436747214449545
6.281884000000001,10.44290950200361
