"Time(s)", "Thrust (N)"
0.491122,791.76
0.491156,793.32
0.491189,793.32
0.491223,794.04
0.491258,794.04
0.491287,794.88
0.491323,794.88
0.491356,795.72
0.49139,793.92
0.491423,793.68
0.491456,793.68
0.49149,791.04
0.491524,792.12
0.491556,792.12
0.49159,793.8
0.491623,793.8
0.491657,793.8
0.491691,795.36
0.491723,795.36
0.491757,793.92
0.491791,793.92
0.491824,792.84
0.491858,792.12
0.49189,791.76
0.491924,790.68
0.491958,790.68
0.491991,795.84
0.492024,795.84
0.492058,795.6
0.492091,794.64
0.492125,793.2
0.492159,793.2
0.492191,793.2
0.492225,791.04
0.492258,791.04
0.492292,791.64
0.492325,793.92
0.492358,795
0.492395,795
0.492424,795.24
0.492459,792.36
0.492492,795.12
0.492526,794.04
0.492559,795.12
0.492593,795
0.492626,795
0.492659,792.24
0.492693,790.92
0.492726,792.24
0.49276,790.68
0.492793,791.64
0.492826,791.64
0.49286,791.64
0.492894,792.96
0.492931,792
0.492961,792
0.492993,792
0.493027,792.48
0.493061,792.48
0.493093,794.16
0.493127,791.88
0.493161,794.4
0.493194,794.04
0.493228,794.52
0.49326,794.04
0.493294,793.56
0.493328,793.56
0.493361,793.56
0.493395,793.2
0.493428,793.2
0.493461,792.72
0.493495,792.84
0.493529,792.84
0.493559,795.96
0.493595,795.96
0.493628,793.92
0.493662,793.2
0.493696,793.2
0.493728,793.2
0.493762,792.24
0.493796,792.24
0.493829,792.84
0.493863,792.84
0.493896,791.64
0.493929,791.64
0.493963,794.64
0.493997,794.64
0.494031,794.16
0.494063,792.6
0.494096,792.6
0.494132,797.64
0.494164,797.64
0.494196,793.56
0.49423,793.56
0.494264,793.08
0.494297,791.52
0.49433,791.52
0.494363,792
0.494397,794.04
0.494431,792
0.494464,794.04
0.494497,794.88
0.494531,794.88
0.494564,793.08
0.494598,793.08
0.494632,798
0.494664,798
0.494696,794.04
0.494731,794.04
0.494765,794.28
0.494798,794.28
0.494831,793.44
0.494865,792.72
0.494899,791.88
0.494932,792.72
0.494965,794.64
0.494998,794.76
0.495032,794.64
0.495066,794.88
0.495098,792.72
0.495132,792.72
0.495166,792.72
0.495199,795
0.495233,795
0.495266,794.04
0.495299,794.04
0.495333,792.96
0.495366,792
0.4954,792
0.495433,792.72
0.495466,792.96
0.4955,792.96
0.495534,792.96
0.495566,793.2
0.4956,792.84
0.495634,793.2
0.495667,794.16
0.495701,794.16
0.495733,793.56
0.495767,793.56
0.495801,795.24
0.495833,795.36
0.495867,795.36
0.495901,792.72
0.495934,792.72
0.495968,793.08
0.496002,793.08
0.496034,793.08
0.496068,792.12
0.496101,794.04
0.496143,791.76
0.49618,794.04
0.496213,788.52
0.496246,792.24
0.496279,792.24
0.496313,794.16
0.496347,795.84
0.496379,795.84
0.496413,792.36
0.496447,792.36
0.49648,792.48
0.496514,794.52
0.496547,792.48
0.49658,791.04
0.496614,791.04
0.496648,791.04
0.496681,792.24
0.496714,789.6
0.496747,792.24
0.496781,793.68
0.496815,793.68
0.496847,793.2
0.496881,791.88
0.496915,791.88
0.496948,794.64
0.496991,794.64
0.497026,792.12
0.497059,790.68
0.497093,792.12
0.497126,792.48
0.49716,792.48
0.497193,792.48
0.497226,794.04
0.49726,794.04
0.497293,794.04
0.497327,795.96
0.49736,793.44
0.497393,793.56
0.497427,793.56
0.497461,793.92
0.497494,793.92
0.497527,790.8
0.49756,790.68
0.497594,790.8
0.497628,792.72
0.497661,794.28
0.497694,794.28
0.497728,792.24
0.497761,791.52
0.497795,791.52
0.497828,791.28
0.497861,793.32
0.497895,794.16
0.497928,794.16
0.497964,792
0.497995,789.72
0.498028,789.72
0.498062,793.92
0.498096,794.76
0.498126,794.04
0.498162,794.04
0.498196,794.04
0.498229,793.2
0.498263,793.2
0.498295,792.72
0.498329,792.72
0.498363,792.36
0.498396,792.36
0.49843,792
0.498463,794.88
0.498496,794.52
0.49853,794.52
0.498564,792.96
0.498596,792.96
0.49863,793.92
0.498663,793.92
0.498697,793.92
0.498731,794.76
0.498763,794.76
0.498797,792.84
0.498831,792.84
0.498864,792.84
0.498898,792.96
0.498931,788.76
0.498964,790.08
0.498998,790.08
0.499031,790.32
0.499066,793.44
0.499098,793.44
0.499131,793.44
0.499167,793.2
0.499199,792.48
0.499231,792.12
0.499268,792.12
0.499297,792.36
0.499332,793.92
0.499365,793.92
0.499398,793.2
0.499432,793.2
0.499466,791.52
0.499499,794.64
0.499532,792.72
0.499566,792.72
0.499599,792.72
0.499633,795.36
0.499667,795.36
0.499699,795.96
0.499733,795.96
0.499766,795.96
0.4998,794.4
0.499833,793.44
0.499866,793.44
0.4999,792.24
0.499934,794.64
0.499967,794.64
0.5,795.12
0.500033,795.72
0.500067,796.68
0.500101,796.68
0.500133,791.4
0.500167,791.4
0.500201,793.08
0.500234,793.68
0.500268,794.16
0.500301,794.16
0.500334,791.28
0.500368,791.28
0.500404,794.52
0.500432,794.52
0.500468,794.28
0.500501,793.56
0.500535,794.28
0.500569,791.52
0.500601,791.52
0.500635,791.52
0.500669,791.52
0.500702,795.24
0.500736,795.24
0.500768,795.24
0.500802,796.68
0.500836,794.64
0.500869,795.24
0.500903,794.76
0.500936,794.76
0.500969,794.4
0.501003,794.4
0.501037,794.4
0.501069,795.12
0.501103,792.48
0.501136,792.48
0.501173,792.48
0.501204,791.04
0.501236,794.28
0.50127,792
0.501304,794.28
0.501337,792
0.50137,794.4
0.501404,792
0.501437,793.92
0.501471,791.52
0.501504,790.68
0.50154,790.68
0.501569,792.48
0.501604,792.48
0.501638,792.24
0.501672,792.24
0.501704,795.6
0.501738,795.6
0.501772,792
0.501805,792
0.501838,793.08
0.501871,793.08
0.501905,793.08
0.501939,794.52
0.501972,794.52
0.502005,791.64
0.502039,791.64
0.502072,792.12
0.502106,792.12
0.502138,792.12
0.502177,791.04
0.502204,791.04
0.502239,791.04
0.502277,793.2
0.502304,793.44
0.502339,793.2
0.502373,793.44
0.502407,792.12
0.50244,792.12
0.502473,792.12
0.502506,791.52
0.50254,793.68
0.502574,794.16
0.502606,794.16
0.50264,789.96
0.502674,789.96
0.502714,792.12
0.502739,792.72
0.502774,792.72
0.502807,792.72
0.502841,791.28
0.502874,793.8
0.502907,792.6
0.502941,793.32
0.502974,792.96
0.503008,793.32
0.503042,792.96
0.503074,795
0.503108,791.16
0.503142,790.8
0.503175,790.8
0.503209,792.6
0.503241,793.92
0.503275,794.64
0.503309,794.64
0.503342,793.44
0.503375,792.96
0.503409,792.84
0.503442,791.4
0.503476,791.4
0.503509,792.96
0.503542,792.96
0.503576,792.48
0.503609,792.48
0.503643,792.48
0.503677,792.48
0.503709,794.28
0.503743,794.76
0.503777,794.76
0.50381,790.08
0.503841,790.08
0.503877,787.92
0.50391,793.56
0.503944,790.44
0.503977,795.72
0.50401,790.44
0.504044,791.16
0.504077,791.16
0.504111,794.04
0.504144,794.04
0.504177,792.96
0.504211,792.24
0.504245,792.96
0.50428,792.96
0.504311,793.32
0.504344,792.96
0.504378,793.32
0.504412,793.44
0.504445,794.64
0.504478,794.64
0.504512,794.4
0.504545,792.6
0.504579,791.04
0.504611,791.04
0.504645,794.64
0.504679,794.64
0.504712,794.64
0.504746,793.56
0.504779,792.48
0.504812,792
0.504846,791.76
0.50488,791.76
0.504912,793.68
0.504946,793.92
0.504978,793.68
0.505013,793.08
0.505047,792.24
0.505079,790.32
0.505113,790.32
0.505147,792.6
0.50518,792.84
0.505214,792.6
0.505246,792.84
0.50528,791.64
0.505314,792.12
0.505347,792.12
0.50538,795
0.505414,795
0.505447,795.6
0.505481,795
0.505515,790.92
0.505547,790.92
0.505581,793.32
0.505614,793.32
0.505648,793.32
0.505682,788.64
0.505714,791.04
0.505748,791.04
0.505782,791.04
0.505815,791.64
0.505848,790.92
0.505882,790.92
0.505915,790.92
0.505949,794.4
0.505982,794.4
0.506015,792.24
0.506049,792.24
0.506082,792.24
0.506114,792.12
0.506149,792
0.506182,790.68
0.506216,790.68
0.506249,792.24
0.506285,792.24
0.506316,792.24
0.506349,792.36
0.506383,792.36
0.506417,794.76
0.50645,792.12
0.506483,790.56
0.506517,790.08
0.50655,790.56
0.506584,791.04
0.506616,795
0.50665,795
0.506684,792.72
0.506717,792.36
0.506751,792.36
0.506784,791.64
0.506817,791.88
0.506851,791.64
0.506885,791.76
0.506917,791.76
0.506951,793.68
0.506984,793.68
0.507018,794.88
0.507052,791.52
0.507084,789.84
0.507118,789.84
0.507152,791.64
0.507185,792.24
0.507219,792.6
0.507249,792.84
0.507285,792.84
0.507319,794.04
0.507352,794.52
0.507392,794.52
0.507417,795
0.507452,795.12
0.507489,795.12
0.50752,794.16
0.507552,794.16
0.507586,793.8
0.507619,794.76
0.507653,792.6
0.507687,792.6
0.507719,792.6
0.507753,791.04
0.507787,794.04
0.50782,791.16
0.507853,794.04
0.507887,791.16
0.50792,792.48
0.507954,792.48
0.507988,792.72
0.50802,792.72
0.508054,792.72
0.508087,792.72
0.508121,793.92
0.508154,794.04
0.508187,794.04
0.508221,787.92
0.508255,787.8
0.508288,787.92
0.508321,793.2
0.508355,793.2
0.508391,792.96
0.50842,788.52
0.508455,788.52
0.508488,791.52
0.508522,792.36
0.508555,792.36
0.508589,792.36
0.508622,792.48
0.508655,792
0.508689,793.92
0.508722,792
0.508756,793.92
0.508789,792.12
0.508822,794.4
0.508856,795.84
0.50889,795.84
0.508922,795.48
0.508956,794.28
0.50899,795.24
0.509023,794.76
0.509057,794.76
0.509089,794.52
0.509123,794.52
0.509157,794.04
0.50919,793.56
0.509224,793.56
0.509257,795.24
0.50929,795.24
0.509324,793.44
0.509357,792.6
0.509392,792.6
0.509424,794.52
0.509457,794.52
0.509494,794.04
0.509528,794.04
0.509555,793.2
0.509591,793.2
0.509625,793.2
0.509658,793.2
0.509691,793.2
0.509724,795.6
0.509758,793.2
0.509792,793.2
0.509825,793.2
0.509858,791.88
0.509892,794.64
0.509925,793.2
0.509959,793.2
0.509993,793.2
0.510025,795
0.510059,795.12
0.510092,795.12
0.510126,790.8
0.510159,790.8
0.510192,793.32
0.510226,794.4
0.51026,794.4
0.510293,794.4
0.510326,791.04
0.510359,791.04
0.510393,792.6
0.510427,792.6
0.510459,792.36
0.510498,792.36
0.510525,792.48
0.51056,795.6
0.510596,795.6
0.510627,794.64
0.51066,794.64
0.510692,794.64
0.510727,794.28
0.510761,791.64
0.510794,791.64
0.510827,792.36
0.510861,792.36
0.510895,792.36
0.510927,792
0.510961,792.96
0.510995,792.96
0.511028,792.96
0.511062,794.52
0.511095,792.6
0.511128,794.52
0.511162,794.52
0.511195,794.52
0.511229,791.88
0.511262,791.88
0.511295,795.6
0.511329,795.6
0.511363,793.92
0.511395,793.92
0.511429,795.84
0.511462,795.84
0.511501,791.28
0.511528,791.28
0.511562,791.28
0.511596,793.08
0.51163,793.08
0.511663,792.12
0.511696,792.12
0.51173,790.92
0.511763,790.44
0.511797,790.44
0.511829,791.88
0.511863,793.08
0.511897,793.08
0.51193,791.4
0.511964,791.28
0.511998,789.36
0.51203,791.28
0.512064,791.52
0.512098,792.24
0.512131,792.24
0.512164,792.24
0.512197,791.04
0.512231,793.56
0.512265,791.04
0.512298,790.8
0.512331,788.88
0.512365,788.88
0.512398,792.48
0.512432,792.48
0.512464,792.48
0.512498,792.36
0.512532,788.28
0.512565,788.28
0.512604,791.76
0.51263,791.76
0.512665,790.92
0.512699,790.92
0.512733,793.2
0.512766,793.2
0.512799,791.76
0.512832,790.56
0.512866,791.76
0.5129,789.6
0.512932,792.48
0.512978,791.16
0.513011,791.16
0.513044,790.92
0.513078,790.92
0.513111,792.24
0.513144,792.24
0.513178,792.24
0.513211,789.72
0.513245,790.56
0.513279,790.56
0.513311,793.8
0.513345,793.8
0.513379,793.8
0.513412,791.88
0.513445,792.72
0.513478,792.12
0.513512,792.12
0.513546,792.12
0.513579,790.8
0.513612,793.56
0.513646,793.32
0.513679,793.32
0.513713,788.52
0.513747,788.52
0.513779,788.16
0.513813,788.04
0.513846,788.04
0.514003,789.48
0.51427,793.44
0.514348,793.44
0.514381,790.68
0.514414,790.68
0.514448,790.8
0.514481,790.8
0.514512,791.64
0.514548,790.68
0.514581,790.68
0.514615,790.68
0.514649,790.08
0.514681,789
0.514715,789
0.514749,793.56
0.514782,793.56
0.514816,792.12
0.514848,792.12
0.514882,793.32
0.514916,793.32
0.514949,792.84
0.514983,792.84
0.515016,792.36
0.515049,793.68
0.515083,792.48
0.515117,792.48
0.515149,792.48
0.515183,792.48
0.515216,794.64
0.51525,794.64
0.515284,792.96
0.515316,792.48
0.51535,792.12
0.515384,791.04
0.515417,791.04
0.51545,791.04
0.515484,790.92
0.515517,793.08
0.515551,791.64
0.515584,793.92
0.515617,793.8
0.515649,793.8
0.515684,793.08
0.515718,792.48
0.515752,792.48
0.515784,790.68
0.515818,790.68
0.515852,792.36
0.515885,792.36
0.515918,790.32
0.515951,790.32
0.515985,790.68
0.516019,790.68
0.516052,790.68
0.516085,792
0.516119,792
0.516152,792
0.516186,791.76
0.516219,789.24
0.516252,789.24
0.516286,789.72
0.516319,791.4
0.516353,792.96
0.516386,792.96
0.516421,790.8
0.516453,789
0.516487,790.8
0.51652,789
0.516553,792.6
0.516587,790.08
0.51662,790.08
0.516654,790.08
0.516686,791.28
0.51672,791.28
0.516754,789.72
0.51679,789.72
0.516819,790.68
0.516854,790.68
0.516887,790.68
0.516921,790.32
0.516954,791.64
0.516991,790.32
0.517021,795.12
0.517054,791.88
0.51709,791.88
0.517122,791.88
0.517154,791.28
0.51719,792.48
0.517222,792
0.517255,792
0.517291,792
0.517321,793.56
0.517355,793.56
0.517389,791.88
0.517422,791.88
0.517455,792
0.517489,792
0.517522,791.28
0.517556,787.56
0.51759,789.24
0.517622,789.24
0.517656,790.32
0.517689,790.32
0.517723,792.12
0.517757,789.48
0.517789,789.6
0.517823,789.6
0.517857,790.32
0.51789,792.36
0.517927,792.36
0.517955,792.36
0.51799,790.92
0.518024,790.92
0.518057,790.92
0.51809,787.2
0.518124,787.2
0.518157,789.12
0.518191,789.12
0.518224,788.52
0.518257,788.52
0.518291,790.92
0.518324,790.92
0.518358,790.68
0.518391,788.76
0.518425,788.76
0.518458,788.76
0.518492,789.36
0.518525,789.36
0.518558,789.48
0.518592,791.52
0.518625,791.52
0.518659,790.2
0.518692,790.2
0.518725,790.2
0.518759,790.92
0.518792,790.92
0.518826,790.92
0.518859,789.96
0.518892,789.6
0.518926,788.76
0.51896,788.76
0.518992,788.28
0.519026,789.48
0.519062,789.36
0.519095,789.48
0.519127,789.36
0.519159,792.72
0.519196,787.2
0.519227,791.88
0.51926,791.88
0.519298,792.36
0.519325,792.36
0.51936,791.64
0.519394,790.92
0.519428,791.16
0.51946,791.16
0.519494,791.16
0.519527,789.84
0.519561,789.84
0.519595,789.84
0.519627,790.2
0.519661,790.2
0.519695,793.08
0.519728,793.08
0.519762,788.52
0.519794,788.52
0.519828,790.2
0.519862,791.04
0.519895,792.84
0.519928,792.84
0.519962,789.24
0.519995,788.4
0.520029,788.4
0.520062,790.2
0.520099,790.92
0.520127,790.92
0.520162,790.92
0.520201,790.92
0.520241,792.6
0.520274,790.44
0.520307,791.16
0.52034,790.2
0.520374,791.16
0.520408,790.2
0.52044,792
0.520474,791.76
0.520508,791.76
0.520541,790.32
0.520575,790.32
0.520607,788.64
0.520641,785.64
0.520675,785.64
0.520708,789.12
0.520741,789.12
0.520775,792.6
0.520808,788.88
0.520842,792.12
0.520876,789
0.520908,789
0.520942,787.32
0.520975,787.32
0.521009,790.8
0.521043,792.6
0.521075,792.6
0.521109,792.6
0.521143,791.16
0.521176,791.4
0.521209,791.4
0.521243,791.4
0.521276,792.84
0.52131,792.84
0.521343,792.84
0.521374,792.12
0.52141,790.92
0.521443,790.92
0.521477,790.2
0.521511,790.2
0.521543,790.2
0.521577,792.6
0.521611,792.6
0.521644,791.88
0.521677,791.28
0.52171,791.28
0.521744,788.88
0.521778,789.72
0.521811,788.88
0.521844,789.48
0.521878,788.88
0.521911,788.04
0.521945,788.04
0.521978,790.2
0.522013,790.92
0.522045,790.2
0.522078,790.32
0.522114,790.32
0.522145,790.32
0.522178,790.08
0.522212,788.88
0.522246,788.88
0.522279,790.2
0.522312,791.64
0.522345,791.64
0.522379,791.88
0.522413,790.2
0.522445,790.56
0.522479,786.6
0.522511,790.56
0.522546,790.68
0.52258,790.68
0.522613,790.68
0.522646,791.52
0.52268,791.88
0.522714,792.24
0.522746,792.48
0.52278,792.48
0.522813,790.92
0.522847,789.84
0.522881,790.92
0.522913,790.32
0.522947,792.48
0.522981,791.64
0.523014,791.64
0.523048,789
0.52308,788.64
0.523114,789
0.523148,791.76
0.523181,791.76
0.523214,791.76
0.523248,790.2
0.523281,791.52
0.523315,790.44
0.523349,791.52
0.523381,790.8
0.523415,790.8
0.523448,790.68
0.523482,790.68
0.523515,790.68
0.523548,791.4
0.523582,793.68
0.523616,793.68
0.523647,792.12
0.523682,790.2
0.523716,790.2
0.523749,790.2
0.523783,790.08
0.523816,790.08
0.523849,788.16
0.523883,786.84
0.523916,786.84
0.52395,786.84
0.523983,788.16
0.524016,788.16
0.52405,788.16
0.524083,789.24
0.524119,789.24
0.52415,789
0.524183,789
0.524217,789
0.524251,788.76
0.524283,788.76
0.524317,788.88
0.524351,788.88
0.524384,788.28
0.524418,788.28
0.52445,790.44
0.524484,790.44
0.524518,789.96
0.524551,789.96
0.524585,789.24
0.524618,791.76
0.524651,792.24
0.524685,792.24
0.524719,788.88
0.524751,788.88
0.524783,788.16
0.524818,788.16
0.524852,788.16
0.524886,788.88
0.524918,789.84
0.524952,790.08
0.524986,790.92
0.525019,790.92
0.525053,790.92
0.525085,789.72
0.525119,789.72
0.525153,789.72
0.525186,789.72
0.525219,787.08
0.525253,787.08
0.525286,791.4
0.52532,791.4
0.525354,789.24
0.525386,789.24
0.52542,792.24
0.525453,792.24
0.525487,788.76
0.52552,788.76
0.525553,786.96
0.525587,790.32
0.525621,787.8
0.525654,790.32
0.525687,790.92
0.525721,790.92
0.525754,790.92
0.525788,791.76
0.525821,791.76
0.525854,789.84
0.525888,789.84
0.525924,790.8
0.525953,790.8
0.525988,790.8
0.526021,790.56
0.526055,790.56
0.526088,789.72
0.526126,789.72
0.526153,789.72
0.526188,789
0.526222,789
0.526256,789.48
0.526288,791.64
0.526322,792.24
0.526356,792.24
0.526389,790.2
0.526423,787.68
0.526455,787.68
0.526489,788.76
0.526523,788.76
0.526556,787.92
0.52659,787.44
0.526623,787.08
0.526656,787.44
0.52669,786.24
0.526724,790.8
0.526756,790.8
0.52679,791.28
0.526824,791.28
0.526857,787.92
0.526891,787.68
0.526923,787.68
0.526957,788.64
0.526991,788.64
0.527024,788.64
0.527061,790.8
0.527089,790.92
0.527124,790.92
0.527158,790.2
0.527191,789.6
0.527226,788.4
0.527258,788.4
0.527291,787.8
0.527327,793.08
0.527359,789.12
0.527391,791.04
0.527425,791.04
0.527458,791.88
0.527492,791.88
0.527525,789.12
0.527558,789.12
0.527592,789.12
0.527626,791.64
0.527659,788.16
0.527692,789.48
0.527726,788.16
0.527759,787.32
0.527793,787.32
0.527827,787.68
0.527859,789.36
0.527893,789.84
0.527926,791.76
0.52796,792.36
0.527993,792.36
0.528026,790.08
0.52806,790.08
0.528094,789.48
0.528127,793.08
0.52816,791.52
0.528193,791.52
0.528225,791.52
0.528261,789
0.528293,787.8
0.528327,787.8
0.528361,790.68
0.528394,790.68
0.528428,790.68
0.528461,788.64
0.528494,789.72
0.528528,789.48
0.528561,789.72
0.528595,789.48
0.528628,790.56
0.528661,788.76
0.528695,788.76
0.528729,788.76
0.528761,789.36
0.528795,789.36
0.528829,788.88
0.528862,788.88
0.528896,788.64
0.528928,788.4
0.528962,788.4
0.528996,789.12
0.529029,789.12
0.529063,786.84
0.529096,786.84
0.529129,791.16
0.529163,791.16
0.529196,789.96
0.529231,788.28
0.529263,786.72
0.529296,786.72
0.529332,788.28
0.529362,790.2
0.529396,789.48
0.52943,789.48
0.529464,789.48
0.529497,790.2
0.52953,790.44
0.529563,791.52
0.529597,791.52
0.529631,788.4
0.529664,788.4
0.529697,788.52
0.529731,788.52
0.529764,787.56
0.529798,787.56
0.529832,790.08
0.529864,790.08
0.529898,790.08
0.529931,789.84
0.529965,789.84
0.529998,789.84
0.530031,791.04
0.530065,791.04
0.530099,787.8
0.530132,787.8
0.530165,788.76
0.530198,788.76
0.530232,788.76
0.530266,790.8
0.530298,790.8
0.530332,790.68
0.530366,790.68
0.530399,790.68
0.530433,788.76
0.530466,788.76
0.530497,791.64
0.530533,791.64
0.530566,791.04
0.5306,790.32
0.530633,791.04
0.530666,788.76
0.530698,790.92
0.530734,788.76
0.530766,788.28
0.5308,788.28
0.530834,791.16
0.530867,791.28
0.530901,791.28
0.530933,791.28
0.530967,791.28
0.531001,790.2
0.531034,790.2
0.531067,790.2
0.531101,789.96
0.531134,790.8
0.531179,789
0.531212,788.04
0.531246,787.2
0.531279,787.2
0.531312,789.6
0.531346,790.44
0.53138,790.44
0.531413,789.12
0.531446,789.12
0.531479,789.12
0.531513,788.76
0.531547,788.76
0.531579,789.48
0.531613,791.88
0.531645,793.8
0.53168,793.8
0.531714,792.96
0.531747,790.08
0.53178,789.12
0.531814,789.12
0.531847,789.36
0.531881,789.36
0.531914,787.32
0.531947,787.32
0.531981,786.84
0.532015,790.56
0.532047,790.2
0.532081,790.2
0.532114,790.2
0.532152,789.6
0.53218,789.24
0.532214,789.24
0.532248,789.24
0.532282,790.08
0.532315,788.4
0.532349,788.4
0.532382,788.4
0.532415,789
0.532449,789.72
0.532483,791.64
0.532515,789.72
0.532549,790.8
0.532582,790.8
0.532616,790.8
0.53265,789.6
0.532682,789.6
0.532716,789.84
0.53275,789.84
0.532781,790.68
0.532816,790.68
0.53285,790.68
0.532883,791.16
0.532917,786.6
0.53295,791.16
0.532983,791.16
0.533017,791.28
0.53305,791.52
0.533084,791.52
0.533118,790.8
0.53315,790.68
0.533184,790.8
0.533217,790.68
0.533253,791.04
0.533284,789.36
0.533317,790.92
0.533351,789.36
0.533385,789.72
0.533418,789.72
0.533451,790.68
0.533485,790.68
0.533518,790.68
0.533552,791.76
0.533584,791.76
0.533618,791.76
0.533652,791.04
0.533685,791.04
0.533719,789.6
0.533752,788.28
0.533785,789.6
0.533819,790.44
0.533853,790.44
0.533886,787.08
0.533922,787.08
0.533951,789.12
0.533986,789.12
0.53402,790.08
0.534052,790.08
0.534086,791.04
0.53412,792.24
0.534153,792.24
0.534187,790.56
0.53422,784.08
0.534253,790.56
0.534287,789.48
0.53432,789.48
0.534356,787.32
0.534387,787.32
0.53442,790.32
0.534454,790.32
0.534488,789.48
0.53452,787.8
0.534554,785.16
0.534588,785.16
0.534621,791.4
0.534655,791.4
0.534687,791.64
0.534721,790.56
0.534755,788.52
0.534788,788.52
0.534821,787.56
0.534855,789.96
0.534888,787.56
0.534922,787.32
0.534956,787.32
0.534988,788.88
0.535022,790.32
0.535059,788.88
0.535087,788.76
0.535123,788.76
0.535155,790.44
0.535189,790.44
0.535223,791.76
0.535256,787.2
0.535289,790.2
0.535323,787.2
0.535356,790.2
0.53539,790.2
0.535423,790.2
0.535456,790.68
0.53549,787.44
0.535523,790.68
0.535557,790.68
0.535591,790.68
0.535623,787.56
0.535657,787.56
0.53569,790.08
0.535724,790.08
0.535757,788.4
0.53579,785.64
0.535824,788.4
0.535858,790.32
0.535891,791.4
0.535924,791.4
0.535958,790.68
0.535991,789.12
0.536025,789.12
0.536058,791.04
0.536091,791.04
0.536125,788.28
0.536158,787.08
0.536195,787.08
0.536223,788.28
0.536258,788.28
0.536292,789.6
0.536326,788.76
0.536359,788.76
0.536392,787.44
0.536425,785.52
0.536464,785.52
0.536491,787.92
0.536525,788.04
0.536563,788.04
0.536591,788.52
0.536626,788.52
0.536662,788.52
0.536693,788.64
0.536726,786.24
0.53676,786.24
0.536793,786.24
0.536826,784.92
0.53686,786.96
0.536893,785.16
0.536927,788.52
0.536961,785.16
0.536993,784.32
0.537027,784.32
0.537061,788.88
0.537094,789.24
0.537128,789.96
0.53716,789.96
0.537194,788.52
0.537228,788.16
0.537261,786.24
0.537294,786.24
0.537328,786.24
0.537359,788.52
0.537395,788.52
0.537428,784.8
0.537463,784.8
0.537495,785.52
0.537528,785.52
0.537564,785.52
0.537595,785.28
0.537628,786.84
0.537662,786.84
0.537696,786.84
0.537729,786.72
0.537762,786.72
0.537795,786.72
0.537829,789.36
0.537863,789.96
0.537896,789.96
0.537929,788.04
0.537963,788.04
0.537996,786
0.53803,787.8
0.538063,787.8
0.538096,787.8
0.53813,788.04
0.538164,785.64
0.538197,786.72
0.53823,785.64
0.538263,786.72
0.538297,785.16
0.538331,785.16
0.538363,785.16
0.538397,787.08
0.538431,787.2
0.538464,789.12
0.538496,789.12
0.53853,789.96
0.538566,786.24
0.538598,785.64
0.538631,785.04
0.538668,784.92
0.538698,785.04
0.538731,783.36
0.538765,784.68
0.538799,784.68
0.538831,784.68
0.538865,784.32
0.538899,784.32
0.538932,785.88
0.538966,785.88
0.538998,785.4
0.539032,785.4
0.539066,786
0.539099,786
0.539133,786
0.539166,787.08
0.539199,787.08
0.539233,786.36
0.539266,786.36
0.539299,786.36
0.539333,785.76
0.539366,785.64
0.5394,783.72
0.539434,783.72
0.539466,784.92
0.5395,784.92
0.539533,786.72
0.539569,786.72
0.5396,786.72
0.539632,786.36
0.539667,786.36
0.539701,786.36
0.539734,786.36
0.539767,786.36
0.539801,786.36
0.539834,784.44
0.539868,786
0.539902,783.84
0.539934,783.84
0.539968,783
0.540001,783
0.540035,786.6
0.540068,786.6
0.540101,786.6
0.540135,784.92
0.540169,784.92
0.540202,784.92
0.540235,784.44
0.540269,784.44
0.540302,784.44
0.540336,784.68
0.540368,784.68
0.540402,785.88
0.540436,785.52
0.540469,785.52
0.540503,783
0.540536,783
0.540569,783.96
0.540603,783.96
0.540636,783.96
0.540672,781.44
0.540703,783.96
0.540736,786.24
0.540768,786.24
0.540804,786.24
0.540836,785.4
0.54087,786.48
0.540904,786.48
0.540937,788.04
0.540971,788.4
0.541003,788.4
0.541037,781.92
0.541071,781.92
0.541104,785.04
0.541138,785.04
0.541171,785.04
0.541204,784.68
0.541238,785.28
0.541272,784.08
0.541304,784.32
0.541338,784.32
0.541371,784.32
0.541405,781.92
0.541439,781.92
0.541471,783.24
0.541505,783.24
0.541539,784.2
0.541572,784.44
0.541605,784.44
0.541638,784.08
0.541672,784.08
0.541706,783.72
0.541739,785.52
0.541772,785.52
0.541806,785.52
0.541839,785.88
0.541873,785.16
0.541903,785.16
0.541939,785.16
0.541973,787.08
0.542006,788.28
0.54204,788.28
0.542073,786.48
0.542106,786.48
0.54214,782.52
0.542174,784.68
0.542207,784.32
0.54224,784.32
0.542274,783.84
0.542307,782.28
0.542341,782.52
0.542373,778.44
0.542407,782.52
0.542441,781.68
0.542474,782.04
0.542508,782.04
0.542541,782.76
0.542574,784.56
0.542608,782.76
0.542641,784.68
0.542678,784.68
0.542712,784.68
0.54274,782.4
0.542775,782.4
0.542809,782.28
0.542841,783.12
0.542875,784.8
0.542909,784.8
0.542942,784.8
0.542976,783.84
0.543009,783.84
0.543045,783.12
0.543074,782.88
0.543109,782.88
0.543143,782.52
0.543176,783.48
0.543209,783.48
0.543243,786
0.543277,786
0.543309,786
0.543343,783.12
0.543376,780.96
0.54341,780.96
0.543444,780.96
0.543476,780.96
0.54351,780.96
0.543544,782.64
0.543577,784.32
0.54361,783.72
0.543644,783.72
0.543677,783.72
0.543711,781.44
0.543744,782.04
0.543777,782.04
0.543811,783.72
0.543844,783.72
0.543878,783.72
0.543912,783.12
0.543944,783.12
0.543978,783.12
