"Time(s)", "Thrust (N)"
1.636935,681.48
1.636969,679.68
1.637003,681.72
1.637036,680.28
1.637069,680.52
1.637103,680.28
1.637136,680.52
1.63717,679.92
1.637203,683.52
1.637236,679.92
1.63727,685.2
1.637303,683.64
1.637337,685.2
1.63737,683.64
1.637403,682.8
1.637437,682.8
1.63747,684.24
1.637504,686.04
1.637537,686.04
1.63757,686.04
1.637604,684.96
1.637638,684.96
1.637671,684.96
1.637704,681.84
1.637737,681.84
1.637771,681.84
1.637805,684.84
1.637837,682.56
1.637871,684.84
1.637905,684.84
1.637938,685.68
1.637972,685.68
1.638005,685.2
1.638038,683.28
1.638072,682.92
1.638106,683.28
1.638138,682.92
1.638172,683.16
1.638205,683.16
1.638239,683.16
1.638273,683.4
1.638305,682.56
1.638339,682.44
1.638373,682.44
1.638406,682.44
1.63844,685.8
1.638473,682.8
1.638506,683.64
1.63854,683.64
1.638573,684.72
1.638606,684.72
1.63864,684.72
1.638673,682.32
1.638707,684.36
1.638741,684.36
1.638773,685.08
1.638807,685.08
1.638841,683.64
1.638874,683.64
1.638907,684.12
1.63894,684.12
1.638974,683.88
1.639008,683.4
1.639041,683.64
1.639074,683.64
1.639108,686.28
1.639141,686.28
1.639175,686.28
1.639209,683.16
1.639363,686.4
1.639553,686.76
1.639586,686.76
1.63962,683.52
1.639654,681.48
1.639687,681.48
1.639721,682.08
1.639754,682.2
1.639787,683.52
1.639821,685.2
1.639855,683.52
1.639887,681.6
1.639921,681.6
1.639954,684.72
1.639988,684.72
1.640022,683.16
1.640054,683.16
1.640088,683.16
1.640122,682.2
1.640155,682.2
1.640189,683.16
1.640221,684.12
1.640255,684.12
1.640288,683.16
1.640322,682.8
1.640355,683.16
1.640389,683.16
1.640422,683.16
1.640456,683.16
1.64049,683.64
1.640522,684.72
1.640556,684.72
1.64059,685.44
1.640623,685.2
1.640656,685.2
1.640689,684.48
1.640723,684.48
1.640757,684.12
1.64079,684
1.640823,683.64
1.640857,683.64
1.64089,683.04
1.640924,683.76
1.640957,683.76
1.64099,683.76
1.641024,683.16
1.641057,683.16
1.641091,682.32
1.641124,683.88
1.641157,683.88
1.641191,683.88
1.641224,683.52
1.641258,683.52
1.641291,683.64
1.641324,683.64
1.641358,682.68
1.641392,682.68
1.641428,684.24
1.641457,684.24
1.641492,685.32
1.641525,685.32
1.641559,685.32
1.641592,684.36
1.641625,681.48
1.641659,681.48
1.641692,681.96
1.641726,684.6
1.641759,681.96
1.641792,684.6
1.641826,684.84
1.64186,684.84
1.641892,687
1.641926,684.36
1.641959,685.68
1.641993,684.12
1.642027,684.12
1.642059,683.4
1.642093,683.4
1.642127,682.56
1.64216,682.32
1.642194,681.36
1.642227,682.32
1.64226,680.04
1.642294,683.16
1.642327,683.16
1.64236,688.32
1.642394,688.32
1.642427,686.4
1.642461,684.84
1.642495,684.84
1.642527,684.84
1.642564,683.16
1.642594,683.16
1.642628,683.76
1.642661,683.76
1.642694,683.76
1.642728,681.6
1.642762,681.48
1.642795,681.48
1.642828,681.48
1.642862,684.12
1.642895,684.12
1.642929,684.12
1.642963,680.52
1.642995,680.52
1.643029,682.2
1.643062,683.64
1.643096,685.08
1.643129,685.08
1.643162,685.08
1.643196,685.08
1.64323,683.52
1.643263,683.28
1.643296,683.28
1.643329,684.36
1.643363,684.36
1.643397,685.56
1.643429,685.68
1.643463,685.68
1.643497,685.32
1.64353,685.32
1.643564,685.32
1.643597,684.84
1.64363,683.88
1.643664,684.84
1.6437,683.88
1.643731,685.8
1.643764,681.6
1.643797,681.6
1.643831,681.6
1.643865,686.4
1.643897,686.4
1.643931,686.04
1.643965,681.6
1.643998,682.2
1.644032,682.2
1.644064,683.76
1.644098,684.12
1.644132,684.12
1.644165,681.84
1.644199,681.36
1.644232,681.36
1.644265,680.04
1.644299,680.04
1.644333,681.96
1.644365,682.32
1.644399,682.68
1.644432,682.8
1.644466,682.8
1.6445,681.96
1.644532,681.96
1.644566,681.72
1.6446,681.24
1.644633,679.44
1.644666,679.44
1.6447,683.76
1.644733,683.76
1.644767,682.32
1.6448,682.32
1.644833,682.32
1.644866,681.84
1.6449,681.84
1.644934,681.96
1.644968,681.96
1.645,681.96
1.645034,681.96
1.645068,681.96
1.645101,682.2
1.645134,684
1.645167,684
1.645201,682.2
1.645235,682.2
1.645268,682.2
1.645301,682.44
1.645335,682.8
1.645368,682.8
1.645402,685.08
1.645435,682.44
1.645468,683.88
1.645502,681.96
1.645535,681.96
1.645569,681.96
1.645602,683.88
1.645635,683.88
1.645669,683.88
1.645703,683.88
1.645736,684.72
1.645769,684.72
1.645803,684
1.645836,682.56
1.64587,680.4
1.645902,682.56
1.645936,683.64
1.64597,683.64
1.646003,682.68
1.646037,682.68
1.64607,681.24
1.646103,681.24
1.646137,681.24
1.646171,686.28
1.646203,685.2
1.646237,685.2
1.64627,684.96
1.646304,684.96
1.646338,685.2
1.64637,685.2
1.646404,680.4
1.646438,680.4
1.646471,683.4
1.646505,683.4
1.646537,684.96
1.646571,681.48
1.646605,684.96
1.646638,684.48
1.646671,685.32
1.646705,685.2
1.646738,685.2
1.646772,683.16
1.646806,682.32
1.646838,682.92
1.646872,682.32
1.646905,682.92
1.646939,681.48
1.646973,683.76
1.647005,683.76
1.647039,683.76
1.647073,684.6
1.647106,682.08
1.647138,678.96
1.647173,678.96
1.647206,680.76
1.64724,683.76
1.647274,682.68
1.647306,684.12
1.64734,684.12
1.647373,685.08
1.647407,685.08
1.64744,685.92
1.647473,688.32
1.647507,688.32
1.647541,684
1.647574,683.16
1.647607,683.16
1.64764,683.16
1.647674,682.68
1.647708,682.2
1.647741,682.68
1.647774,685.32
1.647808,685.32
1.647841,685.32
1.647875,687.48
1.647908,687.48
1.647941,684
1.647975,683.52
1.648008,683.52
1.648042,683.52
1.648075,682.8
1.648108,682.8
1.648142,682.56
1.648176,682.56
1.648208,684.24
1.648242,686.52
1.648275,687.72
1.648309,687.72
1.648343,686.28
1.648375,686.16
1.648409,683.52
1.648443,683.52
1.648476,682.68
1.64851,682.32
1.648543,682.32
1.648576,684.12
1.64861,684.12
1.648644,687.6
1.648676,684.72
1.64871,684.72
1.648743,684.48
1.648776,684.48
1.648811,684.48
1.648843,684.48
1.648877,686.04
1.648911,684
1.648944,684
1.648978,683.52
1.64901,681.24
1.649044,681.24
1.649078,683.52
1.649111,685.8
1.649144,684.36
1.649178,684.36
1.649211,684.36
1.649245,684.96
1.649279,686.04
1.649311,684.96
1.649345,683.16
1.649379,683.16
1.64941,683.16
1.649445,684.6
1.649478,682.56
1.649512,684.6
1.649546,684.6
1.649579,684.6
1.649612,683.88
1.649646,683.88
1.649679,683.04
1.649713,684.84
1.649746,684.24
1.649779,684.24
1.649813,681.84
1.649846,681.84
1.64988,684.72
1.649913,686.16
1.649946,684.72
1.64998,684.72
1.650014,684.48
1.650047,684.48
1.65008,686.04
1.650113,686.04
1.650147,684.72
1.650181,684.72
1.650213,686.28
1.650247,686.28
1.650281,684.84
1.650314,679.44
1.650348,679.44
1.650381,681.12
1.650414,682.8
1.650448,686.4
1.650481,684.6
1.650515,685.32
1.650551,684.6
1.650581,685.32
1.650615,681.36
1.650649,684.48
1.650681,680.4
1.650715,684.48
1.650749,682.44
1.650782,682.8
1.650816,682.8
1.650848,684.6
1.650882,684.72
1.650916,684.6
1.650949,682.68
1.650983,682.68
1.651016,682.68
1.651049,684.36
1.651083,684.36
1.651117,687.48
1.651149,687.48
1.651183,681.24
1.651216,681.24
1.65125,682.56
1.651284,682.68
1.651316,684.84
1.65135,682.68
1.651384,685.68
1.651417,685.44
1.65145,685.44
1.651484,685.44
1.651517,686.4
1.651551,686.4
1.651584,687.48
1.651617,686.52
1.651651,686.52
1.651687,685.44
1.651717,685.44
1.651752,685.44
1.651784,683.28
1.651818,683.28
1.651852,685.2
1.651885,686.04
1.651918,686.04
1.651951,685.92
1.651985,685.44
1.652019,682.68
1.652052,682.68
1.652085,684
1.652119,684
1.652152,683.4
1.652186,683.4
1.652218,683.28
1.652252,683.28
1.652286,683.28
1.652319,682.44
1.652353,682.44
1.652386,682.44
1.652419,681.96
1.652453,681.96
1.652487,681.96
1.65252,685.08
1.652553,685.08
1.652586,685.08
1.65262,685.2
1.652654,685.2
1.652686,683.64
1.65272,683.64
1.652754,683.88
1.652787,684.24
1.652821,684.48
1.652853,684.84
1.652887,684.84
1.652921,684.84
1.652954,683.76
1.652987,684.84
1.653021,684.84
1.653054,684.84
1.653088,683.16
1.653122,683.16
1.653154,681.72
1.653188,682.8
1.653221,682.8
1.653255,682.8
1.653289,684.84
1.653321,683.28
1.653355,684.84
1.653389,683.88
1.653422,683.88
1.653455,683.88
1.653489,685.44
1.653522,685.44
1.653556,685.32
1.65359,681.84
1.653622,681.84
1.653656,681.96
1.653689,682.68
1.653723,683.76
1.653757,683.76
1.653789,683.76
1.653823,685.44
1.653857,687.12
1.65389,687.12
1.653923,687.12
1.653956,684.84
1.65399,684.84
1.654024,685.68
1.654057,686.64
1.65409,685.68
1.654124,684.6
1.654157,684.6
1.654191,686.28
1.654224,686.76
1.654257,686.76
1.654291,686.76
1.654324,686.28
1.654358,684.48
1.654391,684.72
1.654424,684.72
1.654458,684.72
1.654492,684.48
1.654525,684.48
1.654558,685.2
1.654592,685.32
1.654625,685.2
1.654659,684.96
1.654691,684.96
1.654725,686.16
1.654759,686.16
1.654792,686.76
1.654826,686.76
1.654859,687.6
1.654892,687.6
1.654926,685.32
1.65496,684.36
1.654992,685.32
1.655026,684.72
1.655059,684.72
1.655093,684.72
1.655126,686.04
1.655159,686.04
1.655193,685.2
1.655227,685.2
1.65526,686.52
1.655294,688.44
1.655327,688.44
1.65536,688.44
1.655394,687.12
1.655427,687.12
1.65546,685.44
1.655494,684.96
1.655527,684.36
1.655561,684.36
1.655595,685.8
1.655627,685.8
1.655661,685.68
1.655695,685.68
1.655728,686.16
1.655762,686.16
1.655794,686.16
1.655828,683.76
1.655862,685.2
1.655895,685.2
1.655928,685.2
1.655962,685.2
1.655995,685.2
1.656029,687.6
1.656063,687.6
1.656095,687.12
1.656129,685.2
1.656162,685.2
1.656196,685.56
1.656229,685.56
1.656262,685.56
1.656296,685.56
1.65633,685.56
1.656363,687.36
1.656408,687.6
1.65644,687.6
1.656474,687.6
1.656508,686.04
1.656541,686.04
1.656575,686.04
1.656608,686.88
1.656641,686.88
1.656675,685.92
1.656708,685.92
1.656741,686.04
1.656775,686.28
1.656808,686.28
1.656842,688.08
1.656876,688.08
1.656908,687.96
1.656942,684.48
1.656976,684.48
1.657009,684.48
1.657043,684.96
1.657075,684.96
1.657109,687.96
1.657143,687.96
1.657176,686.4
1.657209,686.4
1.657243,688.8
1.657276,688.8
1.65731,686.64
1.657344,686.64
1.657376,688.32
1.657409,688.32
1.657443,684.36
1.657477,683.76
1.657511,684.36
1.657543,683.76
1.657577,684.6
1.657611,684.6
1.657644,686.64
1.657677,687.96
1.657711,687.6
1.657744,689.4
1.657778,687.6
1.657811,684.96
1.657844,684.36
1.657878,684.96
1.657911,684.36
1.657945,685.08
1.657978,685.08
1.658011,685.32
1.658045,685.32
1.658079,689.52
1.658112,688.2
1.658145,688.2
1.658178,684.96
1.658212,684.96
1.658246,686.16
1.658279,686.16
1.658312,686.16
1.658346,685.44
1.658379,685.44
1.658413,685.44
1.658445,684.36
1.658479,686.52
1.658513,685.56
1.658549,685.56
1.658579,685.56
1.658613,687.24
1.658646,687.24
1.65868,687.24
1.658714,688.32
1.658746,688.92
1.65878,688.56
1.658814,688.56
1.658847,688.56
1.658881,689.28
1.658913,689.52
1.658947,689.52
1.658981,688.44
1.659014,686.64
1.659048,686.64
1.659081,686.52
1.659114,685.56
1.659148,685.56
1.659181,685.56
1.659214,689.52
1.659248,689.64
1.659281,689.64
1.659315,688.92
1.659349,687.36
1.659381,687.36
1.659415,687.36
1.659449,683.28
1.659482,687.36
1.659515,687.84
1.659548,687.84
1.659582,687.6
1.659616,686.4
1.659649,686.4
1.659685,685.8
1.659715,686.64
1.659749,686.88
1.659783,686.88
1.659817,687.24
1.659849,686.88
1.659883,687.24
1.659916,687.12
1.65995,687.12
1.659983,687.12
1.660016,689.88
1.66005,689.88
1.660084,686.76
1.660117,686.76
1.66015,688.56
1.660184,688.56
1.660217,684.72
1.660251,684.72
1.660283,687.48
1.660317,688.32
1.660351,687.48
1.660384,684.24
1.660418,684.24
1.660451,685.08
1.660484,690.12
1.660518,685.08
1.660551,686.4
1.660585,686.4
1.660618,686.4
1.660651,688.68
1.660685,688.32
1.660719,688.32
1.660751,687.72
1.660785,687.72
1.660822,687.72
1.660852,686.88
1.660886,685.56
1.660919,685.56
1.660952,683.4
1.660986,683.88
1.661019,683.88
1.661053,686.04
1.661086,686.04
1.661119,685.68
1.661153,685.68
1.661187,685.92
1.661219,685.92
1.661253,685.68
1.661286,685.68
1.66132,686.52
1.661354,689.16
1.661386,689.16
1.66142,688.56
1.661454,687.48
1.661487,688.56
1.66152,690.12
1.661554,690.12
1.661587,688.2
1.661621,688.08
1.661654,688.2
1.661687,687.84
1.661721,687.84
1.661754,685.8
1.661788,685.8
1.661822,686.52
1.661854,689.16
1.661888,689.16
1.661922,690
1.661955,685.8
1.661987,689.88
1.662022,689.88
1.662055,690.48
1.662089,690.48
1.662122,690.36
1.662155,688.68
1.662189,688.68
1.662222,688.68
1.662256,685.56
1.66229,689.64
1.662322,687.6
1.662356,687.6
1.662389,687.6
1.662423,688.44
1.662456,688.44
1.662489,688.92
1.662523,689.4
1.662557,689.4
1.66259,689.4
1.662623,687.48
1.662657,690.24
1.66269,687.96
1.662724,690.6
1.662756,690.6
1.66279,690.6
1.662824,687.48
1.662857,687.12
1.662891,687.48
1.662924,691.2
1.662957,691.2
1.662991,688.44
1.663025,688.44
1.663058,690.12
1.663091,691.68
1.663124,691.68
1.663158,690
1.663192,690
1.663224,690
1.663258,694.32
1.663292,689.64
1.663325,692.16
1.663359,689.52
1.663392,690.72
1.663425,688.32
1.663459,689.52
1.663492,689.4
1.663525,689.4
1.663559,689.4
1.663592,690
1.663626,690
1.66366,690.72
1.663692,688.2
1.663726,690.72
1.66376,688.32
1.663793,688.32
1.663827,688.32
1.663859,687.6
1.663893,689.04
1.663927,689.04
1.66396,689.76
1.663993,689.76
1.664027,690.36
1.66406,690.36
1.664094,690.36
1.664128,689.4
1.66416,684.6
1.664194,685.56
1.664227,685.56
1.66426,687.6
1.664295,690
1.664327,687.6
1.664361,688.8
1.664395,685.56
1.664428,688.68
1.664461,688.68
1.664494,688.92
1.664528,691.92
1.664562,691.92
1.664595,688.56
1.664628,688.56
1.664662,690.84
1.664695,690.84
1.664729,690.84
1.664762,692.16
1.664795,692.16
1.664829,688.92
1.664862,688.92
1.664896,690.84
1.664929,690.84
1.664962,687.72
1.664996,687.72
1.66503,692.4
1.665063,692.4
1.665096,691.2
1.66513,689.88
1.665163,691.2
1.665197,690.84
1.66523,690.84
1.665263,687.96
1.665297,686.76
1.66533,687.72
1.665364,687.72
1.665396,689.4
1.66543,689.4
1.665464,689.4
1.665498,689.88
1.66553,690.24
1.665564,690.24
1.665597,692.64
1.665631,690.48
1.665665,690.48
1.665697,690.48
1.665731,691.08
1.665765,691.08
1.665798,691.08
1.665832,690.24
1.665865,691.2
1.665898,690.24
1.665932,688.68
1.665965,688.68
1.665998,689.16
1.666032,689.64
1.666065,690.72
1.666099,691.8
1.666133,690.84
1.666165,691.32
1.666199,691.32
1.666233,691.32
1.666266,691.32
1.666299,691.32
1.666332,689.28
1.666366,689.64
1.6664,689.64
1.666433,689.64
1.666466,689.52
1.6665,688.44
1.666531,689.52
1.666567,690
1.6666,693.24
1.666633,690.12
1.666667,693.12
1.6667,690.24
1.666734,690.24
1.666767,689.76
1.6668,689.76
1.666834,689.76
1.666868,691.56
1.666901,689.4
1.666934,691.68
1.666967,689.4
1.667001,690.84
1.667035,688.8
1.667067,690.84
1.667101,688.32
1.667135,687.84
1.667168,687.84
1.667202,687.96
1.667235,687.96
1.667268,687.84
1.667302,687.84
1.667336,690.36
1.667369,690.36
1.667402,687.96
1.667435,687.96
1.667469,688.68
1.667503,693.6
1.667535,693.6
1.667569,694.2
1.667603,694.44
1.667636,694.44
1.667673,693.12
1.667702,689.88
1.667736,690.72
1.66777,690.72
1.667803,690.72
1.667837,690.36
1.66787,690.36
1.667903,690.36
1.667937,691.2
1.667971,688.56
1.668003,691.2
1.668037,692.76
1.66807,693.84
1.668104,694.56
1.668138,693.84
1.66817,691.56
1.668204,691.56
1.668238,690.48
1.668271,687.48
1.668304,687.48
1.668338,689.04
1.668371,690
1.668405,691.2
1.668439,691.56
1.668471,693.48
1.668505,693.96
1.668538,693.48
1.668572,693.96
1.668606,688.68
1.668638,690.48
1.668672,690.48
1.668706,693.36
1.668739,693.36
1.668772,692.04
1.668808,689.64
1.668839,692.04
1.668873,690.36
1.668906,690.48
1.668939,690.48
1.668973,690.48
1.669006,691.68
1.66904,691.68
1.669074,691.68
1.669106,690.48
1.66914,692.28
1.669173,691.08
1.669207,692.28
1.66924,691.08
1.669273,692.52
1.669307,692.52
1.669341,696.12
1.669374,696.12
1.669407,695.52
1.669441,695.52
1.669474,695.52
1.669508,692.64
1.66954,692.64
1.669574,692.64
1.669608,691.68
1.669641,691.08
1.669675,691.32
1.669708,689.16
1.669741,689.16
1.669775,689.16
1.669809,690.48
1.669842,690.48
1.669875,690.48
1.669908,690.6
1.669942,691.44
1.669975,691.44
1.670008,691.56
1.670042,693.48
1.670076,692.28
1.670109,692.28
1.670143,692.28
1.670176,688.68
1.670209,691.68
1.670243,690.72
1.670277,691.44
1.670309,691.2
1.670343,691.44
1.670376,691.2
1.67041,691.68
1.670444,690.24
1.670476,690.24
1.67051,690.24
1.670544,688.68
1.670577,688.68
1.670611,688.68
1.670643,691.56
1.670677,693.24
1.670711,694.68
1.670744,693.24
1.670777,693
1.670811,690.12
1.670844,689.76
1.670878,690.12
1.670911,691.08
1.670944,691.08
1.670978,689.64
1.671011,689.64
1.671045,691.32
1.671079,691.8
1.671111,691.8
1.671145,692.4
1.671179,689.88
1.671212,692.4
1.671245,690.84
1.671278,690.84
1.671312,690.84
1.671346,690.6
1.671379,690.36
1.671412,690.36
1.671446,689.88
1.671479,689.64
1.671513,689.64
1.671546,690.6
1.671579,690.6
1.671613,690.12
1.671647,688.92
1.67168,690.12
1.671713,692.04
1.671746,692.28
1.67178,692.28
1.671814,691.92
1.671847,691.68
1.67188,691.68
1.671914,691.56
1.671947,691.56
1.671981,689.88
1.672013,692.76
1.672047,689.52
1.672081,689.52
1.672114,689.28
1.672148,689.28
1.672181,690.96
1.672214,690.96
1.672247,690.96
1.672282,690.6
1.672314,690.6
1.672348,690.6
1.672381,690.36
1.672415,692.52
1.672449,691.68
1.672481,692.52
1.672515,691.68
1.672549,693.6
1.672582,691.68
1.672616,691.68
1.672649,690.72
1.672682,690.72
1.672716,694.32
1.672749,694.32
1.672782,692.28
1.672816,692.28
1.672849,692.52
1.672883,693.6
1.672917,693.6
1.672949,690.24
1.672983,690.24
1.673017,690.84
1.67305,691.08
1.673083,693.36
1.673116,691.08
1.67315,692.52
1.673184,692.28
1.673217,692.28
1.67325,691.32
1.673294,691.32
1.673328,691.8
1.673362,691.92
1.673395,691.8
1.673429,693.36
1.673462,691.68
1.673495,690.12
1.673529,690.12
1.673563,690.12
1.673595,690.96
1.673629,690.24
1.673663,690.24
1.673696,690.24
1.67373,691.2
1.673762,693.84
1.673796,693.84
1.67383,688.44
1.673863,688.44
1.673897,690.48
1.67393,691.56
1.673963,691.56
1.673997,691.56
1.67403,691.8
1.674063,689.4
1.674097,692.76
1.67413,692.76
1.674164,692.76
1.674198,692.4
1.67423,690.84
1.674264,690.6
1.674298,690.84
1.674331,690.96
1.674365,690.96
1.674398,691.56
1.674431,691.56
1.674465,691.56
1.674498,694.56
1.67453,689.88
1.674565,693
1.674598,689.76
1.674632,693
1.674666,693.84
1.674698,693.84
1.674732,693.6
1.674765,692.28
1.674799,693
1.674832,692.28
1.674865,690.48
1.674899,689.88
1.674933,689.88
1.674966,690.84
1.674999,690.96
1.675033,690.96
1.675066,692.88
1.6751,693.96
1.675133,693.96
1.675166,690.72
1.6752,690.72
1.675233,689.52
1.675267,692.64
1.6753,691.92
1.675333,692.4
1.675367,691.92
1.675401,691.8
1.675434,690.36
1.675467,691.8
1.6755,690.84
1.675534,693.72
1.675568,690.84
1.6756,690.72
1.675634,689.64
1.675671,690.72
1.675701,694.8
1.675735,694.8
1.675768,692.16
1.675801,690.36
1.675835,690.96
1.675868,690.96
1.675902,691.44
1.675935,693.48
1.675968,691.44
1.676002,694.2
1.676036,690.84
1.676068,690.6
1.676102,690.6
1.676136,690.72
1.676169,692.28
1.676203,693.84
1.676235,693.84
1.676269,693
1.676303,693
1.676336,692.4
1.67637,691.44
1.676403,690.84
1.676436,690.84
1.67647,689.28
1.676504,691.92
1.676536,692.52
1.67657,692.64
1.676603,692.64
1.676637,693.6
1.676671,693.6
1.676703,693.48
1.676737,692.88
1.676771,693.48
1.676807,694.92
1.676836,695.16
1.676871,695.16
1.676904,696.84
1.676938,697.08
1.676971,697.08
1.677004,691.56
1.677038,691.56
1.677071,691.68
1.677105,691.68
1.677139,691.68
1.677171,691.68
1.677205,690
1.677239,692.88
1.677272,692.88
1.677305,692.88
1.677338,690.6
1.677372,690.6
1.677406,692.88
1.677439,693
1.677472,693
1.677506,693
1.677539,693.96
1.677573,693.96
1.677607,693.36
1.677639,693.36
1.677673,693.36
1.677706,693.24
1.67774,693.12
1.677773,692.64
1.677806,691.08
1.67784,692.28
1.677874,692.28
1.677907,692.52
1.677943,694.2
1.677973,694.2
1.678007,694.92
1.678041,693.72
1.678073,692.52
1.678107,689.16
1.678141,689.16
1.678174,692.4
1.678208,693
1.678241,693
1.678274,694.08
1.678308,693.12
1.678342,693.6
1.678375,693.6
1.678408,693.6
1.678441,693.48
1.678475,690
1.678509,689.76
1.678541,689.76
1.678575,695.16
1.678609,695.64
1.678642,695.64
1.678676,695.28
1.678709,693
1.678742,693
1.678776,694.92
1.678809,694.92
1.678842,694.2
1.678876,691.92
1.678909,693.24
1.678943,693.24
1.678977,693.24
1.679009,690.24
1.679043,690.24
1.679077,693.6
1.67911,695.88
1.679144,694.68
1.679177,695.4
1.67921,694.68
1.679244,694.32
1.679277,692.4
1.67931,692.16
1.679344,692.16
1.679377,691.92
1.679411,691.2
1.679445,691.2
1.679477,691.2
1.679511,692.16
1.679544,691.44
1.679578,695.16
1.679611,693.12
1.679644,693.12
1.679678,693.12
1.679712,692.64
1.679745,693.36
1.679778,692.88
1.679812,695.76
1.679845,692.88
1.679879,691.08
1.679912,691.08
1.679945,692.16
1.679979,692.16
1.680012,690.84
1.680046,690.84
1.680079,690.72
1.680112,691.8
1.680146,690.72
1.68018,691.8
1.680213,694.56
1.680245,694.56
1.680279,694.32
1.680313,694.32
1.680347,694.32
1.680379,695.16
1.680413,692.64
1.680447,691.8
1.68048,691.8
1.680514,692.04
1.680547,693.96
1.68058,692.04
1.680614,693.48
1.680647,691.8
1.680681,693.48
1.680714,692.16
1.680747,692.16
1.680781,692.16
1.680815,691.56
1.680847,694.44
1.680881,691.32
1.680915,694.44
1.680948,694.92
1.680982,697.32
1.681014,695.28
1.681048,695.28
1.681082,695.28
1.681115,694.44
1.681149,691.92
1.681182,694.44
1.681215,692.76
1.681249,692.76
1.681283,692.76
1.681315,692.64
1.681349,692.04
1.681382,692.04
1.681416,694.68
1.68145,694.68
1.681482,692.16
1.681516,692.16
1.68155,692.16
1.681583,692.52
1.681616,691.68
1.681649,693.48
1.681683,692.52
1.681717,693.84
1.68175,693.84
1.681783,693.84
1.681817,696.84
1.68185,692.76
1.681884,691.8
1.681918,691.8
1.68195,691.8
1.681984,692.28
1.682017,692.28
1.682051,696.48
1.682084,696.48
1.682117,695.76
1.682151,695.64
1.682185,693.72
1.682218,692.88
1.682251,692.4
1.682285,692.88
1.682318,695.4
1.682352,697.68
1.682386,697.68
1.682418,697.68
1.682452,694.8
1.682485,694.8
1.682518,693.96
1.682552,694.44
1.682585,694.44
1.682619,694.44
1.682653,694.08
1.682686,693.96
1.682719,693.96
1.682752,695.16
1.682786,695.16
1.68282,694.44
1.682852,693.6
1.682886,694.44
1.68292,695.28
1.682953,695.28
1.682987,695.04
1.68302,695.04
1.683053,695.52
1.683087,695.52
1.68312,692.88
1.683154,692.88
1.683187,690.72
1.68322,695.04
1.683254,694.92
1.683288,694.92
1.68332,694.92
1.683354,696.48
1.683388,696.48
1.683421,696
1.683455,694.68
1.683488,696
1.683521,695.52
1.683555,695.52
1.683589,691.8
1.683621,691.8
1.683653,693.84
1.683688,695.16
1.683722,693.84
1.683756,695.16
1.683788,694.56
1.683822,694.56
1.683855,694.56
1.683889,695.4
1.683923,695.4
1.683955,693.72
1.683989,692.76
1.684023,693.72
1.684056,693.12
1.684089,693.12
1.684123,693.12
1.684156,693.36
1.68419,693.36
1.684223,692.04
1.684256,692.04
1.68429,693.24
1.684323,693.84
1.684357,695.52
1.684391,697.08
1.684423,697.08
1.684457,696.6
1.684491,692.64
1.684524,692.64
1.684557,692.64
1.684591,693.84
1.684624,694.56
1.684658,694.92
1.684691,694.56
1.684724,694.92
1.684758,691.32
1.684794,692.76
1.684824,692.76
1.684858,693.12
1.684891,693.12
1.684925,694.32
1.684958,694.32
1.684992,694.68
1.685025,695.52
1.685058,695.52
1.685092,693.24
1.685126,693.24
1.685159,695.28
1.685192,695.28
1.685226,695.88
1.685259,694.8
1.685293,692.76
1.685325,692.76
1.685359,695.04
1.685393,695.04
1.685426,694.8
1.68546,693.36
1.685493,694.8
1.685526,694.2
1.68556,698.04
1.685594,694.2
1.685626,696.96
1.68566,695.28
1.685694,695.28
1.685727,693
1.685761,691.08
1.685793,691.08
1.685827,690.24
1.685861,694.92
1.685894,695.28
1.685931,695.28
1.68596,692.76
1.685994,692.76
1.686028,692.76
1.686061,693
1.686094,691.68
1.686128,694.68
1.686161,690.96
1.686195,694.68
1.686229,696.48
1.686261,696.48
1.686295,696.48
1.686329,694.8
1.686362,694.8
1.686395,694.8
1.686428,694.44
1.686462,694.44
1.686496,693.48
1.686529,693.48
1.686562,692.88
1.686596,693.84
1.686629,692.88
1.686663,693.6
1.686697,693.6
1.686729,695.04
1.686763,696.24
1.686797,696.24
1.68683,694.8
1.686863,691.56
1.686896,694.8
1.68693,694.44
1.686964,694.44
1.686997,693.72
1.68703,693.24
1.687064,692.64
1.687097,693.24
1.687131,693.84
1.687163,694.68
1.687197,693.84
1.687231,692.16
1.687264,692.16
1.687298,693.24
1.687331,693.24
1.687364,695.04
1.687398,692.16
1.687432,693.72
1.687465,692.16
1.687498,693.72
1.687531,692.04
1.687565,690.6
1.687599,690
1.687631,690
1.687665,691.44
1.687699,691.68
1.687732,691.92
1.687766,695.28
1.687799,695.28
1.687832,695.28
1.687866,693
1.6879,694.68
1.687933,693
1.687966,690.96
1.687999,690.96
1.688033,690.72
1.688067,691.32
1.688099,692.76
1.688133,695.4
1.688167,695.4
1.6882,696
1.688233,696
1.688266,695.16
1.6883,695.16
1.688334,693.72
1.688367,691.32
1.6884,691.32
1.688434,690.48
1.688467,690.48
1.688501,693.48
1.688535,693.48
1.688567,693.48
1.688601,693.72
1.688634,693.72
1.688668,693.72
1.688702,693.72
1.688734,693.96
1.688768,693.96
1.688802,690.84
1.688835,690.84
1.688868,693.36
1.688902,693.72
1.688935,693.72
1.688969,693.84
1.689002,695.04
1.689035,693.84
1.689069,694.8
1.689102,694.8
1.689136,695.76
1.68917,695.76
1.689202,695.76
1.689236,695.16
1.68927,694.8
1.689303,693.24
1.689336,693.24
1.689369,691.92
1.689403,695.16
1.689437,695.16
