"Tempo(s)","Empuxo(N)"
"0.69239080963783","1185.6026156395"
"0.69339080963783","1185.6923401718"
"0.69439080963783","1185.7819197063"
"0.69539080963783","1185.8713542438"
"0.69639080963783","1185.960643785"
"0.69739080963783","1186.0497883304"
"0.69839080963783","1186.1387878809"
"0.69939080963783","1186.227642437"
"0.70039080963783","1186.3163519996"
"0.70139080963783","1186.4049165692"
"0.70239080963783","1186.4933361465"
"0.70339080963783","1186.5816107322"
"0.70439080963783","1186.6697403271"
"0.70539080963783","1186.7577249317"
"0.70639080963783","1186.8455645467"
"0.70739080963783","1186.9332591729"
"0.70839080963783","1187.0208088109"
"0.70939080963783","1187.1082134614"
"0.71039080963783","1187.1954731249"
"0.71139080963783","1187.2825878023"
"0.71239080963783","1187.3695574942"
"0.71339080963783","1187.4563822013"
"0.71439080963783","1187.5430619241"
"0.71539080963783","1187.6295966634"
"0.71639080963783","1187.7159864199"
"0.71739080963783","1187.8022311942"
"0.71839080963783","1187.8883309869"
"0.71939080963783","1187.9742857988"
"0.72039080963783","1188.0600956304"
"0.72139080963783","1188.1457604826"
"0.72239080963783","1188.2312803558"
"0.72339080963783","1188.3166552508"
"0.72439080963783","1188.4018851682"
"0.72539080963783","1188.4869701087"
"0.72639080963783","1188.571910073"
"0.72739080963783","1188.6567050616"
"0.72839080963783","1188.7413550753"
"0.72939080963783","1188.8258601146"
"0.73039080963783","1188.9102201803"
"0.73139080963783","1188.994435273"
"0.73239080963783","1189.0785053933"
"0.73339080963783","1189.1624305418"
"0.73439080963783","1189.2462107193"
"0.73539080963783","1189.3298459264"
"0.73639080963783","1189.4133361637"
"0.73739080963783","1189.4966814318"
"0.73839080963783","1189.5798817314"
"0.73939080963783","1189.6629370631"
"0.74039080963783","1189.7458474277"
"0.74139080963783","1189.8286128256"
"0.74239080963783","1189.9112332575"
"0.74339080963783","1189.9937087242"
"0.74439080963783","1190.0760392261"
"0.74539080963783","1190.158224764"
"0.74639080963783","1190.2402653385"
"0.74739080963783","1190.3221609502"
"0.74839080963783","1190.4039115997"
"0.74939080963783","1190.4855172876"
"0.75039080963783","1190.5669780147"
"0.75139080963783","1190.6482937815"
"0.75239080963783","1190.7294645886"
"0.75339080963783","1190.8104904367"
"0.75439080963783","1190.8913713264"
"0.75539080963783","1190.9721072583"
"0.75639080963783","1191.052698233"
"0.75739080963783","1191.1331442512"
"0.75839080963783","1191.2134453134"
"0.75939080963783","1191.2936014203"
"0.76039080963783","1191.3736125726"
"0.76139080963783","1191.4534787707"
"0.76239080963783","1191.5332000154"
"0.76339080963783","1191.6127763072"
"0.76439080963783","1191.6922076468"
"0.76539080963783","1191.7714940347"
"0.76639080963783","1191.8506354717"
"0.76739080963783","1191.9296319582"
"0.76839080963783","1192.0084834949"
"0.76939080963783","1192.0871900824"
"0.77039080963783","1192.1657517213"
"0.77139080963783","1192.2441684122"
"0.77239080963783","1192.3224401557"
"0.77339080963783","1192.4005669525"
"0.77439080963783","1192.478548803"
"0.77539080963783","1192.556385708"
"0.77639080963783","1192.6340776679"
"0.77739080963783","1192.7116246835"
"0.77839080963783","1192.7890267553"
"0.77939080963783","1192.8662838839"
"0.78039080963783","1192.9433960699"
"0.78139080963783","1193.0203633139"
"0.78239080963783","1193.0971856165"
"0.78339080963783","1193.1738629782"
"0.78439080963783","1193.2503953997"
"0.78539080963783","1193.3267828815"
"0.78639080963783","1193.4030254243"
"0.78739080963783","1193.4791230286"
"0.78839080963783","1193.555075695"
"0.78939080963783","1193.6308834241"
"0.79039080963783","1193.7065462165"
"0.79139080963783","1193.7820640728"
"0.79239080963783","1193.8574369934"
"0.79339080963783","1193.9326649791"
"0.79439080963783","1194.0077480304"
"0.79539080963783","1194.0826861479"
"0.79639080963783","1194.1574793321"
"0.79739080963783","1194.2321275837"
"0.79839080963783","1194.3066309031"
"0.79939080963783","1194.3809892911"
"0.80039080963783","1194.4552027481"
"0.80139080963783","1194.5292712746"
"0.80239080963783","1194.6031948714"
"0.80339080963783","1194.676973539"
"0.80439080963783","1194.7506072778"
