Time,Chamber Pressure,Free Volume,Regressed Length,Thrust,Exit Pressure
0.0,101325.0,0.0033659966168357114,0.0,-251.58213976015136,1826.2417628707697
0.001592516690003271,239787.05802742485,0.003366890462741844,6.215876611055529e-06,-163.50583107802987,4321.827185448802
0.007110268824258568,775879.3665596575,0.0033708177423526064,3.3516508913890754e-05,177.50478454523247,13984.14312520074
0.01711026882425857,1685707.692309781,0.0033795459204450946,9.41327320385377e-05,756.2504828840048,30382.52936282883
0.02711026882425857,2407212.089440425,0.003389344358048606,0.00016208702926835065,1215.20252290496,43386.639524535014
0.03711026882425857,2948851.624845993,0.003399755521502417,0.00023418179970683268,1559.741753322673,53148.93648954433
0.047110268824258575,3346777.314452324,0.003410558284555736,0.0003088707336989939,1812.8639903428063,60320.991884345545
0.05711026882425858,3636385.0171554075,0.0034216260480633195,0.0003852688170084237,1997.0846915470643,65540.76668351093
0.06711026882425858,3846513.0521041113,0.0034328802621215195,0.0004628274484235744,2130.74803537259,69328.03135632901
0.07711026882425857,3999144.877251364,0.0034442699171478497,0.0005411908807057503,2227.837793663791,72079.00706249334
0.08711026882425857,4110516.331031969,0.0034557609357630447,0.0006201218973889156,2298.681652850214,74086.32213859276
0.09711026882425856,4192414.763745456,0.003467330121109403,0.0006994593958526171,2350.777596988401,75562.42712882253
0.10711026882425856,4253313.679439812,0.0034789614748711984,0.0007790925815161584,2389.51565832821,76660.04512195927
0.11711026882425855,4299268.74321368,0.003490643856739738,0.0008589445713288679,2418.7478713988266,77488.32103293116
0.12711026882425855,4334592.720454287,0.003502369450603528,0.0009389616570818823,2441.2176047513935,78124.98644094984
0.13711026882425856,4362351.09688107,0.0035141327375818564,0.0010191061239553188,2458.87482699343,78625.29244933947
0.14711026882425857,4384720.662787077,0.0035259297977806806,0.0010993513736328093,2473.10420376199,79028.47266621428
0.15711026882425858,4403246.6343882885,0.0035377578302456633,0.0011796785758671415,2484.8886537162252,79362.37745808094
0.16711026882425858,4419026.012180234,0.0035496148202238263,0.001260074350851577,2494.9259835740545,79646.77872840679
0.1771102688242586,4432837.904488804,0.0035614993071217743,0.0013405291553716292,2503.7117874815253,79895.71881780411
0.1871102688242586,4445235.97941297,0.0035734102219351334,0.0014210361538526102,2511.5982560899047,80119.17682131473
0.1971102688242586,4456613.986672255,0.0035853467729385405,0.001501590425778428,2518.8358552837417,80324.24952829872
0.20711026882425862,4467252.177879551,0.0035973083650776908,0.0015821884076627167,2525.6028543154016,80515.98808308944
0.21711026882425863,4477350.196900979,0.0036092945429924326,0.0016628274992319825,2532.0262475039744,80697.99078784339
0.22711026882425864,4487050.392883075,0.0036213049506626594,0.0017435057849416028,2538.1965837518082,80872.82328733054
0.23711026882425865,4496454.3546308465,0.003633339302777709,0.0018242218367049326,2544.1784841332646,81042.31657803095
0.24711026882425866,4505634.646033518,0.0036453973643919687,0.0019049745739336441,2550.0181068493544,81207.77852281144
0.25711026882425864,4514643.142400971,0.0036574789364481265,0.001985763164097374,2555.7484500070764,81370.14410175949
0.26711026882425865,4523516.957632266,0.003669583845462274,0.0020665869519778312,2561.393121916726,81530.08224112677
0.27711026882425865,4532282.6624999875,0.0036817119361653387,0.0021474454092736306,2566.969024360649,81688.07184201927
0.28711026882425866,4540959.289724759,0.003693863066247399,0.002228338098658127,2572.488264134027,81844.455942673
0.29711026882425867,4549560.476939716,0.0037060371025997314,0.0023092646481149754,2577.959516193759,81999.48034239889
0.3071102688242587,4558095.996443625,0.003718233918624887,0.002390224732591311,2583.388996740983,82153.32117324848
0.3171102688242587,4566572.848346843,0.0037304533923092865,0.0024712180608671835,2588.7811585759073,82306.10460244492
0.3271102688242587,4574996.042536971,0.003742695404840822,0.0025522443661476013,2594.13918850951,82457.92092622268
0.3371102688242587,4583369.15863084,0.003754959839616454,0.002633303399314231,2599.465363551403,82608.8346621811
0.3471102688242587,4591694.747365574,0.003767246581529169,0.0027143949240794316,2604.7613062364067,82758.89178379827
0.3571102688242587,4599974.618628732,0.0037795555164552835,0.002795518713502428,2610.0281678417546,82908.12491177233
0.36711026882425873,4608210.048358249,0.003791886530885566,0.002876674547481877,2615.2667599970378,83056.55704310449
0.37711026882425874,4616401.927318853,0.0038042395116597203,0.002957862210949074,2620.477649321518,83204.20423258624
0.38711026882425875,4624550.868194118,0.003816614345775227,0.0030390814925644618,2625.6612255458444,83351.07752298421
0.39711026882425876,4632657.282752945,0.003829010920249731,0.003120332183776062,2630.817750597979,83497.18433585836
0.40711026882425877,4640721.4375098515,0.003841429122022037,0.0032016140781384417,2635.9473940089483,83642.52947476105
0.4171102688242588,4648743.493914048,0.003853868837880962,0.0032829269708194234,2641.050258477289,83787.11584958907
0.4271102688242588,4656723.53739711,0.0038663299544143136,0.003364270658242228,2646.1263983463905,83930.94500012735
0.4371102688242588,4664661.5983892605,0.003878812357972422,0.003445644937825414,2651.1758329730496,84074.01747483824
0.4471102688242588,4672557.667540208,0.0038913159346422054,0.0035270496077935112,2656.1985564095057,84216.33310519578
0.4571102688242588,4680411.706753746,0.0039038405702288715,0.003608484467038812,2661.194544422597,84357.89120456895
0.4671102688242588,4688223.657195449,0.003916386150243154,0.0036899493150202157,2666.1637595874954,84498.69071254936
0.47711026882425883,4695993.445109613,0.003928952559892568,0.0037714439516889457,2671.10615498788,84638.73029979333
0.48711026882425884,4703720.986048847,0.003941539684075593,0.003852968177433771,2676.0216769064036,84778.00844425445
0.49711026882425885,4711406.1879526,0.003954147407377973,0.003934521793040399,2680.9102667829557,84916.52348666973
